"Código","Unidade Territorial","UF","Referência","Pessoas Elegiveis","Valor a Ser Repassado","Pessoas ELegiveis a receber R$150","Recurso destinado aos elegiveis com valor de R$150","Pessoas elegiveis a receber R$ 250","Recurso destinado aos elegiveis com valor de R$250","Pessoas Elegiveis a receber R$375","Recurso destinado aos elegiveis com valor de R$375"
"411690","NOVA ESPERANÇA","PR","2021","4533","6581675.0","1873","1798050.0","1877","2871250.0","775","1896750.0"
"411695","NOVA ESPERANÇA DO SUDOESTE","PR","2021","803","1180100.0","345","341850.0","350","563250.0","108","271875.0"
"411700","NOVA FÁTIMA","PR","2021","1474","2228950.0","531","517950.0","733","1173250.0","210","537750.0"
"411705","NOVA LARANJEIRAS","PR","2021","1990","3099550.0","743","723300.0","866","1415500.0","379","955875.0"
"411710","NOVA LONDRINA","PR","2021","1830","2607450.0","819","761700.0","700","1074500.0","308","765375.0"
"411720","NOVA OLÍMPIA","PR","2021","1024","1476125.0","435","423000.0","431","672500.0","157","378375.0"
"411721","NOVA SANTA BÁRBARA","PR","2021","891","1356300.0","326","319800.0","417","663750.0","148","367500.0"
"411722","NOVA SANTA ROSA","PR","2021","1061","1509975.0","412","391650.0","516","809000.0","131","306375.0"
"411725","NOVA PRATA DO IGUAÇU","PR","2021","1770","2540725.0","770","750600.0","765","1197750.0","234","590625.0"
"411727","NOVA TEBAS","PR","2021","1375","2040950.0","451","443700.0","788","1256750.0","136","340500.0"
"411729","NOVO ITACOLOMI","PR","2021","520","796875.0","177","174750.0","279","458250.0","64","163875.0"
"411730","ORTIGUEIRA","PR","2021","4611","7192800.0","1763","1687050.0","1814","2912500.0","1030","2578500.0"
"411740","OURIZONA","PR","2021","462","670425.0","174","167550.0","216","335250.0","72","167625.0"
"411745","OURO VERDE DO OESTE","PR","2021","816","1185075.0","339","319200.0","336","532500.0","141","332625.0"
"411750","PAIÇANDU","PR","2021","6509","9348775.0","2959","2812950.0","2345","3618500.0","1200","2908500.0"
"411760","PALMAS","PR","2021","7546","11895950.0","3027","2812200.0","2038","3135250.0","2422","5830875.0"
"411770","PALMEIRA","PR","2021","5588","8152775.0","2414","2371650.0","2356","3753000.0","815","2023500.0"
"411780","PALMITAL","PR","2021","3425","5187275.0","1396","1368150.0","1434","2341000.0","591","1472250.0"
"411790","PALOTINA","PR","2021","4224","5808825.0","2094","1983000.0","1508","2374000.0","620","1443750.0"
"411800","PARAÍSO DO NORTE","PR","2021","1637","2258700.0","785","726450.0","593","921250.0","257","609000.0"
"411810","PARANACITY","PR","2021","1704","2539175.0","698","671550.0","699","1100750.0","307","766875.0"
"411820","PARANAGUÁ","PR","2021","27770","40460000.0","14382","13925850.0","7377","11555750.0","5978","14926875.0"
"411830","PARANAPOEMA","PR","2021","470","707025.0","178","176400.0","202","301750.0","86","219375.0"
"411840","PARANAVAÍ","PR","2021","14491","21160000.0","6106","5831550.0","5802","9013000.0","2559","6276000.0"
"411845","PATO BRAGADO","PR","2021","771","1043900.0","391","369900.0","268","403250.0","112","270750.0"
"411850","PATO BRANCO","PR","2021","11047","15467300.0","5430","5083650.0","3586","5578750.0","2020","4777125.0"
"411860","PAULA FREITAS","PR","2021","1044","1537650.0","426","417150.0","480","771000.0","138","349500.0"
"411870","PAULO FRONTIN","PR","2021","1526","2120800.0","756","753300.0","627","1003750.0","141","361500.0"
"411880","PEABIRU","PR","2021","2253","3317350.0","936","913350.0","947","1492750.0","367","904500.0"
"411885","PEROBAL","PR","2021","1121","1596075.0","433","409500.0","528","814000.0","159","370125.0"
"411890","PÉROLA","PR","2021","2157","3025100.0","885","839100.0","986","1502750.0","286","683250.0"
"411900","PÉROLA D´OESTE","PR","2021","1045","1509675.0","405","387300.0","546","901750.0","93","219375.0"
"411910","PIÊN","PR","2021","1939","2687700.0","925","903750.0","790","1259500.0","224","521250.0"
"411915","PINHAIS","PR","2021","20203","28795200.0","9804","9427350.0","6720","10498250.0","3643","8806500.0"
"411920","PINHALÃO","PR","2021","1392","2051550.0","518","506550.0","722","1166000.0","151","376500.0"
"411925","PINHAL DE SÃO BENTO","PR","2021","453","690875.0","136","132000.0","251","390500.0","66","165750.0"
"411930","PINHÃO","PR","2021","6366","10031300.0","2302","2242800.0","2707","4372000.0","1347","3403125.0"
"411940","PIRAÍ DO SUL","PR","2021","4443","6705700.0","1963","1904700.0","1579","2537750.0","898","2257875.0"
"411950","PIRAQUARA","PR","2021","18646","27786150.0","8456","8108100.0","5807","9018000.0","4352","10596000.0"
"411960","PITANGA","PR","2021","6844","10475625.0","2613","2552550.0","2975","4783000.0","1251","3126000.0"
"411965","PITANGUEIRAS","PR","2021","405","575375.0","140","127500.0","203","301500.0","61","145125.0"
"411970","PLANALTINA DO PARANÁ","PR","2021","806","1214550.0","316","301800.0","350","568000.0","139","344250.0"
"411980","PLANALTO","PR","2021","2135","3129450.0","898","865950.0","925","1500000.0","308","755625.0"
"411990","PONTA GROSSA","PR","2021","54033","80191250.0","24423","23407350.0","17792","27734000.0","11716","28873000.0"
"411995","PONTAL DO PARANÁ","PR","2021","7338","10268100.0","3978","3877350.0","2144","3378250.0","1210","3004125.0"
"412000","PORECATU","PR","2021","1675","2505475.0","763","730950.0","513","793750.0","396","978375.0"
"412010","PORTO AMAZONAS","PR","2021","700","981900.0","288","265200.0","319","488750.0","93","226500.0"
"412015","PORTO BARREIRO","PR","2021","667","980400.0","240","231900.0","333","522750.0","93","225000.0"
"412020","PORTO RICO","PR","2021","635","843325.0","312","291450.0","250","367750.0","73","182625.0"
"412030","PORTO VITÓRIA","PR","2021","646","927750.0","217","207000.0","353","536500.0","75","183000.0"
"412033","PRADO FERREIRA","PR","2021","511","779375.0","166","161250.0","256","402000.0","88","212625.0"
"412035","PRANCHITA","PR","2021","888","1285050.0","373","358050.0","382","608250.0","132","318000.0"
"412040","PRESIDENTE CASTELO BRANCO","PR","2021","685","944475.0","306","293100.0","301","458250.0","78","193125.0"
"412050","PRIMEIRO DE MAIO","PR","2021","1772","2625900.0","710","684900.0","801","1289500.0","259","646875.0"
"412060","PRUDENTÓPOLIS","PR","2021","10083","14911275.0","4004","3957900.0","4838","7875500.0","1233","3063750.0"
"412065","QUARTO CENTENÁRIO","PR","2021","741","1107700.0","299","291450.0","320","517000.0","120","297750.0"
"412070","QUATIGUÁ","PR","2021","1475","2187250.0","642","642000.0","583","928750.0","249","615375.0"
"412080","QUATRO BARRAS","PR","2021","3306","4644100.0","1576","1511100.0","1158","1772000.0","566","1352250.0"
"412085","QUATRO PONTES","PR","2021","396","554475.0","173","168600.0","177","279750.0","46","106125.0"
"412090","QUEDAS DO IGUAÇU","PR","2021","5898","8926075.0","2420","2338500.0","2350","3789750.0","1124","2793375.0"
"412100","QUERÊNCIA DO NORTE","PR","2021","2480","3689050.0","1020","999300.0","1042","1655750.0","415","1027500.0"
"412110","QUINTA DO SOL","PR","2021","882","1260375.0","350","336000.0","433","677250.0","98","246375.0"
"412120","QUITANDINHA","PR","2021","4041","5856450.0","1836","1827450.0","1736","2849500.0","467","1177500.0"
"412125","RAMILÂNDIA","PR","2021","673","971350.0","297","287850.0","280","453250.0","96","230250.0"
"412130","RANCHO ALEGRE","PR","2021","699","1035950.0","245","241200.0","353","545000.0","99","246000.0"
"412135","RANCHO ALEGRE D´OESTE","PR","2021","396","607925.0","123","113550.0","204","328500.0","67","163500.0"
"412140","REALEZA","PR","2021","2967","4186975.0","1454","1391100.0","1011","1580500.0","497","1209375.0"
"412150","REBOUÇAS","PR","2021","3115","4795150.0","1197","1186650.0","1351","2191250.0","564","1410375.0"
"412160","RENASCENÇA","PR","2021","1008","1475900.0","379","370200.0","496","778250.0","133","327000.0"
"412170","RESERVA","PR","2021","5349","8332200.0","2031","1965300.0","2188","3538750.0","1126","2821500.0"
"412175","RESERVA DO IGUAÇU","PR","2021","1292","2034225.0","461","439350.0","523","824000.0","306","767250.0"
"412180","RIBEIRÃO CLARO","PR","2021","1818","2634425.0","768","750300.0","784","1235500.0","263","645375.0"
"412190","RIBEIRÃO DO PINHAL","PR","2021","2680","4150425.0","1055","1024500.0","1080","1745250.0","544","1378500.0"
"412200","RIO AZUL","PR","2021","2871","4179175.0","1123","1119300.0","1490","2425500.0","257","631500.0"
"412210","RIO BOM","PR","2021","539","762025.0","209","206400.0","279","426250.0","51","129375.0"
"412215","RIO BONITO DO IGUAÇU","PR","2021","3576","5426550.0","1305","1279050.0","1815","3005750.0","453","1137000.0"
"412217","RIO BRANCO DO IVAÍ","PR","2021","781","1238350.0","295","290100.0","308","497500.0","177","450000.0"
"412220","RIO BRANCO DO SUL","PR","2021","6863","10771975.0","2876","2778600.0","2139","3371500.0","1839","4601625.0"
"412230","RIO NEGRO","PR","2021","4092","5809950.0","1775","1692000.0","1664","2568750.0","647","1536750.0"
"412240","ROLÂNDIA","PR","2021","8363","11989275.0","3731","3582150.0","3189","4973000.0","1432","3412500.0"
"412250","RONCADOR","PR","2021","2259","3276075.0","937","893700.0","1004","1603000.0","316","775125.0"
"412260","RONDON","PR","2021","1203","1689975.0","551","515850.0","471","739500.0","179","429375.0"
"412265","ROSÁRIO DO IVAÍ","PR","2021","1176","1759150.0","478","478650.0","547","904750.0","151","374625.0"
"412270","SABÁUDIA","PR","2021","1050","1533825.0","449","442200.0","419","654250.0","180","436125.0"
"412280","SALGADO FILHO","PR","2021","657","926425.0","279","277050.0","321","514000.0","57","134625.0"
"412290","SALTO DO ITARARÉ","PR","2021","894","1309375.0","350","339450.0","426","679750.0","116","287250.0"
"412300","SALTO DO LONTRA","PR","2021","2225","3208025.0","1011","974400.0","826","1293000.0","386","936000.0"
"412310","SANTA AMÉLIA","PR","2021","631","978800.0","229","227550.0","286","463750.0","114","285750.0"
"412320","SANTA CECÍLIA DO PAVÃO","PR","2021","643","962800.0","236","231300.0","315","504250.0","88","220875.0"
"412330","SANTA CRUZ DE MONTE CASTELO","PR","2021","1772","2616900.0","667","639150.0","845","1326000.0","259","650250.0"
"412340","SANTA FÉ","PR","2021","1946","2749650.0","883","861150.0","813","1273500.0","246","610125.0"
"412350","SANTA HELENA","PR","2021","3955","5542750.0","1827","1731750.0","1541","2406000.0","585","1402125.0"
"412360","SANTA INÊS","PR","2021","249","337125.0","124","120750.0","95","144000.0","30","72375.0"
"412370","SANTA ISABEL DO IVAÍ","PR","2021","1514","2167675.0","690","673050.0","603","949000.0","221","545625.0"
"412380","SANTA IZABEL DO OESTE","PR","2021","1874","2751200.0","814","787950.0","736","1168500.0","320","789750.0"
"412382","SANTA LÚCIA","PR","2021","674","962325.0","299","294450.0","291","460500.0","84","207375.0"
"412385","SANTA MARIA DO OESTE","PR","2021","2429","3755125.0","887","864000.0","1125","1831500.0","416","1054500.0"
"412390","SANTA MARIANA","PR","2021","1850","2841525.0","692","673050.0","792","1251750.0","361","903750.0"
"412395","SANTA MÔNICA","PR","2021","632","932825.0","231","225450.0","311","488250.0","89","218625.0"
"412400","SANTANA DO ITARARÉ","PR","2021","1034","1519725.0","400","383100.0","500","798250.0","133","337125.0"
"412402","SANTA TEREZA DO OESTE","PR","2021","2058","3070175.0","840","800550.0","797","1256750.0","421","1012875.0"
"412405","SANTA TEREZINHA DE ITAIPU","PR","2021","4242","6115025.0","1905","1843650.0","1665","2624000.0","671","1642500.0"
"412410","SANTO ANTÔNIO DA PLATINA","PR","2021","7806","11663725.0","3336","3223200.0","2948","4658500.0","1515","3769500.0"
"412420","SANTO ANTÔNIO DO CAIUÁ","PR","2021","425","593975.0","203","194100.0","161","244250.0","60","154500.0"
"412430","SANTO ANTÔNIO DO PARAÍSO","PR","2021","349","519300.0","134","130050.0","167","267750.0","48","121500.0"
"412440","SANTO ANTÔNIO DO SUDOESTE","PR","2021","3751","5371925.0","1707","1651350.0","1410","2221750.0","632","1496625.0"
"412450","SANTO INÁCIO","PR","2021","855","1233300.0","400","389550.0","302","470250.0","152","372750.0"
"412460","SÃO CARLOS DO IVAÍ","PR","2021","1128","1730750.0","446","429300.0","418","643250.0","262","656625.0"
"412470","SÃO JERÔNIMO DA SERRA","PR","2021","2397","3539275.0","912","895650.0","1232","2008500.0","253","634125.0"
"412480","SÃO JOÃO","PR","2021","1622","2374300.0","734","718800.0","610","976000.0","278","679500.0"
"412490","SÃO JOÃO DO CAIUÁ","PR","2021","996","1531325.0","390","378900.0","412","672000.0","182","470250.0"
"412500","SÃO JOÃO DO IVAÍ","PR","2021","1982","2943925.0","812","797100.0","872","1403750.0","293","738375.0"
"412510","SÃO JOÃO DO TRIUNFO","PR","2021","3421","5070125.0","1380","1390500.0","1721","2875000.0","320","803625.0"
"412520","SÃO JORGE D´OESTE","PR","2021","1468","2068525.0","629","609150.0","624","949750.0","215","509625.0"
"412530","SÃO JORGE DO IVAÍ","PR","2021","701","1045425.0","239","233550.0","372","586000.0","89","225375.0"
"412535","SÃO JORGE DO PATROCÍNIO","PR","2021","1149","1609650.0","456","444150.0","581","886500.0","111","274500.0"
"412540","SÃO JOSÉ DA BOA VISTA","PR","2021","1135","1716850.0","368","357600.0","619","1003750.0","148","354375.0"
"412545","SÃO JOSÉ DAS PALMEIRAS","PR","2021","629","903950.0","267","256500.0","254","391000.0","106","253875.0"
"412550","SÃO JOSÉ DOS PINHAIS","PR","2021","47982","68662875.0","22564","21653550.0","16473","25458000.0","8893","21442125.0"
"412555","SÃO MANOEL DO PARANÁ","PR","2021","225","305875.0","92","86550.0","109","161500.0","24","57375.0"
"412560","SÃO MATEUS DO SUL","PR","2021","7822","11536125.0","3486","3443250.0","3058","4913750.0","1264","3152250.0"
"412570","SÃO MIGUEL DO IGUAÇU","PR","2021","4600","6603625.0","2016","1930050.0","1818","2826750.0","761","1836750.0"
"412575","SÃO PEDRO DO IGUAÇU","PR","2021","1008","1495725.0","431","415350.0","401","638750.0","172","435750.0"
"412580","SÃO PEDRO DO IVAÍ","PR","2021","1352","2068225.0","559","536850.0","487","765500.0","303","760500.0"
"412590","SÃO PEDRO DO PARANÁ","PR","2021","419","588100.0","172","164100.0","190","286750.0","57","137250.0"
"412600","SÃO SEBASTIÃO DA AMOREIRA","PR","2021","1579","2363350.0","601","585300.0","700","1097500.0","277","678750.0"
"412610","SÃO TOMÉ","PR","2021","783","1135075.0","320","308700.0","342","530750.0","120","293250.0"
"412620","SAPOPEMA","PR","2021","1365","2041125.0","549","540750.0","589","933000.0","227","567375.0"
"412625","SARANDI","PR","2021","17686","25003450.0","8134","7723650.0","6565","10089250.0","2978","7177500.0"
"412627","SAUDADE DO IGUAÇU","PR","2021","1016","1543875.0","365","355500.0","473","761000.0","175","424875.0"
"412630","SENGÉS","PR","2021","2670","4069750.0","1034","984250.0","1057","1661000.0","577","1419750.0"
"412635","SERRANÓPOLIS DO IGUAÇU","PR","2021","587","834200.0","245","232200.0","278","441500.0","64","160500.0"
"412640","SERTANEJA","PR","2021","893","1304375.0","344","333750.0","444","700250.0","105","268125.0"
"412650","SERTANÓPOLIS","PR","2021","2613","3890000.0","1092","1044900.0","1026","1612750.0","492","1227375.0"
"412660","SIQUEIRA CAMPOS","PR","2021","3540","5105775.0","1593","1560900.0","1386","2183500.0","557","1356750.0"
"412665","SULINA","PR","2021","538","773850.0","246","241350.0","218","354000.0","74","178500.0"
"412667","TAMARANA","PR","2021","1816","2782550.0","653","654300.0","893","1446750.0","267","679500.0"
"412670","TAMBOARA","PR","2021","863","1240150.0","396","393150.0","320","496000.0","145","348750.0"
"412680","TAPEJARA","PR","2021","2351","3353600.0","1040","995850.0","911","1402250.0","399","954000.0"
"412690","TAPIRA","PR","2021","1163","1681025.0","454","440400.0","565","885250.0","144","354375.0"
"412700","TEIXEIRA SOARES","PR","2021","1970","3054200.0","696","677700.0","911","1457500.0","363","918000.0"
"412710","TELÊMACO BORBA","PR","2021","8264","11698075.0","3802","3565200.0","2835","4267750.0","1603","3832875.0"
"412720","TERRA BOA","PR","2021","2431","3316350.0","1101","1047600.0","1044","1583750.0","284","683250.0"
"412730","TERRA RICA","PR","2021","2587","3863750.0","1027","984750.0","1087","1710250.0","470","1164000.0"
"412740","TERRA ROXA","PR","2021","3120","4504350.0","1334","1289850.0","1297","2033500.0","486","1176375.0"
"412750","TIBAGI","PR","2021","3470","5453075.0","1452","1386300.0","1053","1663250.0","959","2392500.0"
"412760","TIJUCAS DO SUL","PR","2021","3493","5262500.0","1459","1420500.0","1364","2205250.0","666","1628250.0"
"412770","TOLEDO","PR","2021","16896","23214350.0","8334","7872000.0","5904","9120750.0","2634","6188250.0"
"412780","TOMAZINA","PR","2021","1481","2184550.0","593","571050.0","685","1122750.0","200","487875.0"
"412785","TRÊS BARRAS DO PARANÁ","PR","2021","2066","3088225.0","880","851850.0","823","1336750.0","361","896625.0"
"412788","TUNAS DO PARANÁ","PR","2021","1414","2212350.0","524","506850.0","512","786750.0","376","915375.0"
"412790","TUNEIRAS DO OESTE","PR","2021","1475","2098925.0","628","604050.0","671","1059500.0","176","432750.0"
"412795","TUPÃSSI","PR","2021","1220","1796125.0","470","451500.0","586","930250.0","164","414375.0"
"412796","TURVO","PR","2021","2779","4187925.0","985","933600.0","1344","2128000.0","446","1116375.0"
"412800","UBIRATÃ","PR","2021","3683","5388000.0","1567","1516800.0","1528","2429000.0","583","1435500.0"
"412810","UMUARAMA","PR","2021","17364","23949550.0","8234","7803900.0","6678","10203750.0","2438","5916000.0"
"412820","UNIÃO DA VITÓRIA","PR","2021","9080","13352550.0","3928","3747900.0","3242","4986000.0","1891","4584000.0"
"412830","UNIFLOR","PR","2021","359","491225.0","148","147600.0","178","266750.0","33","76875.0"
"412840","URAÍ","PR","2021","1896","2839275.0","759","746550.0","872","1418500.0","263","669750.0"
"412850","WENCESLAU BRAZ","PR","2021","3649","5386000.0","1541","1486350.0","1483","2343250.0","619","1544625.0"
"412853","VENTANIA","PR","2021","1624","2435200.0","717","690450.0","538","828250.0","369","916500.0"
"412855","VERA CRUZ DO OESTE","PR","2021","1320","1909825.0","557","534450.0","569","905000.0","192","467250.0"
"412860","VERÊ","PR","2021","1200","1750375.0","554","543000.0","452","736250.0","192","469875.0"
"412862","ALTO PARAÍSO","PR","2021","647","950575.0","293","291450.0","258","417250.0","96","241875.0"
"412863","DOUTOR ULYSSES","PR","2021","1045","1674075.0","243","241200.0","668","1104500.0","131","325500.0"
"412865","VIRMOND","PR","2021","783","1177025.0","291","277950.0","375","602750.0","117","295125.0"
"412870","VITORINO","PR","2021","1053","1551650.0","434","412650.0","402","630250.0","214","505500.0"
"412880","XAMBRÊ","PR","2021","1113","1619750.0","426","420000.0","555","875750.0","132","324000.0"
"420005","ABDON BATISTA","SC","2021","352","531050.0","105","98100.0","215","350750.0","32","79500.0"
"420010","ABELARDO LUZ","SC","2021","2811","4310950.0","1157","1102650.0","956","1525500.0","695","1672125.0"
"420020","AGROLÂNDIA","SC","2021","1312","1801825.0","589","544950.0","514","766750.0","209","490125.0"
"420030","AGRONÔMICA","SC","2021","661","866350.0","359","339600.0","198","286000.0","104","240750.0"
"420040","ÁGUA DOCE","SC","2021","673","984625.0","260","240000.0","292","454000.0","116","282000.0"
"420050","ÁGUAS DE CHAPECÓ","SC","2021","838","1154500.0","417","389250.0","275","428000.0","144","333750.0"
"420055","ÁGUAS FRIAS","SC","2021","317","459425.0","118","109050.0","146","232250.0","53","118125.0"
"420060","ÁGUAS MORNAS","SC","2021","987","1352325.0","486","474450.0","385","594750.0","116","280875.0"
"420070","ALFREDO WAGNER","SC","2021","1727","2485150.0","738","720900.0","784","1269250.0","205","493125.0"
"420075","ALTO BELA VISTA","SC","2021","137","184100.0","76","75600.0","45","71000.0","16","37500.0"
"420080","ANCHIETA","SC","2021","781","1128450.0","365","358200.0","299","488250.0","117","282000.0"
"420090","ANGELINA","SC","2021","858","1228200.0","353","343950.0","445","738000.0","60","146250.0"
"420100","ANITA GARIBALDI","SC","2021","1473","2177000.0","635","612750.0","579","921000.0","255","638625.0"
"420110","ANITÁPOLIS","SC","2021","564","790400.0","256","252150.0","250","392000.0","58","146250.0"
"420120","ANTÔNIO CARLOS","SC","2021","1268","1836075.0","504","484950.0","568","882750.0","196","468375.0"
"420125","APIÚNA","SC","2021","1145","1592100.0","553","514350.0","392","614250.0","200","463500.0"
"420127","ARABUTÃ","SC","2021","391","559300.0","164","160800.0","188","308500.0","39","90000.0"
"420130","ARAQUARI","SC","2021","5340","7602675.0","2497","2341050.0","1716","2620750.0","1119","2623500.0"
"420140","ARARANGUÁ","SC","2021","11513","16151500.0","5671","5392500.0","3766","5798500.0","2065","4943625.0"
"420150","ARMAZÉM","SC","2021","962","1385400.0","402","372900.0","371","570000.0","188","441375.0"
"420160","ARROIO TRINTA","SC","2021","279","399350.0","117","111600.0","120","185750.0","42","102000.0"
"420165","ARVOREDO","SC","2021","273","394650.0","120","117150.0","124","205500.0","29","72000.0"
"420170","ASCURRA","SC","2021","957","1329450.0","453","420450.0","333","510750.0","169","396000.0"
"420180","ATALANTA","SC","2021","375","519750.0","165","155250.0","161","250500.0","49","114000.0"
"420190","AURORA","SC","2021","685","937500.0","311","300750.0","291","436500.0","83","200250.0"
"420195","BALNEÁRIO ARROIO DO SILVA","SC","2021","2908","4060950.0","1500","1415250.0","852","1296750.0","553","1343250.0"
"420200","BALNEÁRIO CAMBORIÚ","SC","2021","23310","30594825.0","14214","13600950.0","5690","8837750.0","3400","8142750.0"
"420205","BALNEÁRIO BARRA DO SUL","SC","2021","2324","3236300.0","1132","1062300.0","805","1243500.0","384","926625.0"
"420207","BALNEÁRIO GAIVOTA","SC","2021","2588","3584825.0","1219","1140900.0","927","1409250.0","434","1022250.0"
"420208","BANDEIRANTE","SC","2021","356","526675.0","135","128550.0","170","279250.0","51","118875.0"
"420209","BARRA BONITA","SC","2021","195","298525.0","69","68400.0","101","169750.0","24","57750.0"
"420210","BARRA VELHA","SC","2021","7324","10104325.0","3896","3708000.0","2180","3410500.0","1243","2979750.0"
"420213","BELA VISTA DO TOLDO","SC","2021","1387","2075400.0","548","543900.0","676","1116750.0","162","411000.0"
"420215","BELMONTE","SC","2021","342","471925.0","160","148050.0","129","199750.0","53","123000.0"
"420220","BENEDITO NOVO","SC","2021","872","1208400.0","396","369900.0","328","501000.0","147","336000.0"
"420230","BIGUAÇU","SC","2021","11169","15700000.0","5768","5452500.0","3131","4799000.0","2260","5424000.0"
"420240","BLUMENAU","SC","2021","37730","50476550.0","20577","19265100.0","10695","16243750.0","6436","14919000.0"
"420243","BOCAINA DO SUL","SC","2021","597","861850.0","273","257100.0","220","346750.0","104","258000.0"
"420245","BOMBINHAS","SC","2021","4523","6029350.0","2559","2436600.0","1328","2058750.0","633","1529250.0"
"420250","BOM JARDIM DA SERRA","SC","2021","840","1141025.0","457","437400.0","254","398750.0","128","303375.0"
"420253","BOM JESUS","SC","2021","456","679775.0","202","189900.0","144","223250.0","109","265500.0"
"420257","BOM JESUS DO OESTE","SC","2021","262","408250.0","93","93750.0","121","198250.0","48","116250.0"
"420260","BOM RETIRO","SC","2021","1439","2064200.0","688","658950.0","468","738500.0","283","664500.0"
"420270","BOTUVERÁ","SC","2021","512","709950.0","223","211950.0","199","309750.0","89","187500.0"
"420280","BRAÇO DO NORTE","SC","2021","3624","5032000.0","1702","1592250.0","1223","1815750.0","699","1621500.0"
"420285","BRAÇO DO TROMBUDO","SC","2021","381","520200.0","204","188700.0","104","159750.0","73","171750.0"
"420287","BRUNÓPOLIS","SC","2021","485","714100.0","178","167850.0","226","355000.0","77","187875.0"
"420290","BRUSQUE","SC","2021","14597","20287625.0","7357","6842700.0","4238","6390000.0","2991","7039875.0"
"420300","CAÇADOR","SC","2021","8043","11659525.0","3444","3193650.0","2723","4168000.0","1867","4276875.0"
"420310","CAIBI","SC","2021","683","973750.0","298","279000.0","269","428500.0","115","264000.0"
"420315","CALMON","SC","2021","507","747050.0","162","146550.0","236","344750.0","108","253500.0"
"420320","CAMBORIÚ","SC","2021","16685","23618425.0","8314","7888500.0","4997","7644500.0","3360","8063625.0"
"420325","CAPÃO ALTO","SC","2021","356","518600.0","151","146850.0","150","244250.0","55","127500.0"
"420330","CAMPO ALEGRE","SC","2021","1663","2380125.0","710","681300.0","731","1170000.0","220","522750.0"
"420340","CAMPO BELO DO SUL","SC","2021","1376","2069850.0","539","527100.0","602","965000.0","234","573750.0"
"420350","CAMPO ERÊ","SC","2021","1337","1881925.0","666","627300.0","421","659000.0","248","593250.0"
"420360","CAMPOS NOVOS","SC","2021","4371","6319575.0","1925","1794450.0","1583","2450500.0","860","2065500.0"
"420370","CANELINHA","SC","2021","1984","2904375.0","988","944250.0","543","842250.0","452","1113000.0"
"420380","CANOINHAS","SC","2021","8360","12352725.0","3708","3586950.0","3031","4815000.0","1615","3934125.0"
"420390","CAPINZAL","SC","2021","1944","2683500.0","949","881250.0","613","918750.0","382","881625.0"
"420395","CAPIVARI DE BAIXO","SC","2021","2975","4043600.0","1384","1267350.0","1066","1554500.0","523","1217625.0"
"420400","CATANDUVAS","SC","2021","1119","1638150.0","464","434400.0","399","598500.0","254","599625.0"
"420410","CAXAMBU DO SUL","SC","2021","518","738075.0","217","202950.0","206","321000.0","94","213375.0"
"420415","CELSO RAMOS","SC","2021","440","623875.0","157","148500.0","230","358000.0","53","117375.0"
"420417","CERRO NEGRO","SC","2021","737","1081350.0","274","265350.0","398","651000.0","65","163125.0"
"420419","CHAPADÃO DO LAGEADO","SC","2021","458","643725.0","199","188850.0","204","322500.0","55","132375.0"
"420420","CHAPECÓ","SC","2021","25765","35802325.0","13166","12300150.0","7483","11563750.0","5094","11899500.0"
"420425","COCAL DO SUL","SC","2021","1643","2267100.0","801","765600.0","555","833250.0","287","668250.0"
"420430","CONCÓRDIA","SC","2021","6183","8574925.0","3024","2832000.0","2117","3262250.0","1041","2477250.0"
"420435","CORDILHEIRA ALTA","SC","2021","457","673350.0","180","168600.0","192","299250.0","85","205500.0"
"420440","CORONEL FREITAS","SC","2021","1247","1805075.0","531","513450.0","514","807000.0","201","484125.0"
"420445","CORONEL MARTINS","SC","2021","342","504025.0","134","131400.0","172","285250.0","36","87375.0"
"420450","CORUPÁ","SC","2021","1870","2599850.0","907","872100.0","678","1060250.0","285","665625.0"
"420455","CORREIA PINTO","SC","2021","2315","3572200.0","974","930450.0","702","1100750.0","633","1530750.0"
"420460","CRICIÚMA","SC","2021","25130","35280400.0","12528","11769100.0","7552","11500000.0","5027","11955375.0"
"420470","CUNHA PORÃ","SC","2021","1064","1450225.0","446","417600.0","483","740000.0","134","291375.0"
"420475","CUNHATAÍ","SC","2021","186","258850.0","85","84600.0","84","132250.0","17","42000.0"
"420480","CURITIBANOS","SC","2021","5997","8879825.0","2631","2472750.0","1850","2857250.0","1509","3537375.0"
"420490","DESCANSO","SC","2021","876","1242075.0","396","376950.0","355","567000.0","124","297375.0"
"420500","DIONÍSIO CERQUEIRA","SC","2021","2821","4017875.0","1380","1340250.0","979","1557500.0","460","1114500.0"
"420510","DONA EMMA","SC","2021","367","502200.0","148","136500.0","163","243000.0","56","122250.0"
"420515","DOUTOR PEDRINHO","SC","2021","367","502475.0","170","161850.0","155","238250.0","42","102375.0"
"420517","ENTRE RIOS","SC","2021","553","852550.0","193","183300.0","235","370000.0","125","297000.0"
"420519","ERMO","SC","2021","355","506150.0","152","138900.0","136","206750.0","66","159375.0"
"420520","ERVAL VELHO","SC","2021","546","757550.0","258","245550.0","216","337250.0","72","174750.0"
"420530","FAXINAL DOS GUEDES","SC","2021","1124","1595450.0","512","484200.0","412","641250.0","200","468750.0"
"420535","FLOR DO SERTÃO","SC","2021","178","262150.0","62","62400.0","89","141250.0","27","58500.0"
"420540","FLORIANÓPOLIS","SC","2021","85301","112354425.0","52136","50177950.0","20834","32451750.0","12271","29638500.0"
